verein,marktwert,date
1.FSV Mainz 05,51.95,2011-10-15
1.FC Köln,66.58,2011-10-15
FC Augsburg,29.05,2011-10-15
Hertha BSC,45.78,2011-10-15
1.FC Union Berlin,10.70,2011-10-15
Arminia Bielefeld,5.38,2011-10-15
VfL Bochum,21.28,2011-10-15
SpVgg Greuther Fürth,18.90,2011-10-15
FC Bayern München,334.85,2011-10-01
Borussia Dortmund,175.70,2011-10-01
RasenBallsport Leipzig,5.58,2011-10-01
Bayer 04 Leverkusen,140.30,2011-10-01
Eintracht Frankfurt,40.75,2011-10-01
VfL Wolfsburg,94.03,2011-10-01
Borussia Mönchengladbach,62.05,2011-10-01
TSG 1899 Hoffenheim,83.45,2011-10-01
VfB Stuttgart,92.90,2011-10-01
SC Freiburg,54.23,2011-10-01
1.FSV Mainz 05,51.95,2011-10-01
1.FC Köln,66.58,2011-10-01
FC Augsburg,29.05,2011-10-01
Hertha BSC,45.78,2011-10-01
1.FC Union Berlin,10.70,2011-10-01
Arminia Bielefeld,5.38,2011-10-01
VfL Bochum,21.28,2011-10-01
SpVgg Greuther Fürth,18.90,2011-10-01
FC Bayern München,334.85,2011-09-15
Borussia Dortmund,175.70,2011-09-15
RasenBallsport Leipzig,5.58,2011-09-15
Bayer 04 Leverkusen,140.30,2011-09-15
Eintracht Frankfurt,40.75,2011-09-15
VfL Wolfsburg,98.03,2011-09-15
Borussia Mönchengladbach,61.85,2011-09-15
TSG 1899 Hoffenheim,83.45,2011-09-15
VfB Stuttgart,92.90,2011-09-15
SC Freiburg,54.23,2011-09-15
1.FSV Mainz 05,51.95,2011-09-15
1.FC Köln,66.58,2011-09-15
FC Augsburg,29.05,2011-09-15
Hertha BSC,45.78,2011-09-15
1.FC Union Berlin,10.65,2011-09-15
Arminia Bielefeld,5.38,2011-09-15
VfL Bochum,21.28,2011-09-15
SpVgg Greuther Fürth,18.90,2011-09-15
FC Bayern München,329.85,2011-09-01
Borussia Dortmund,168.70,2011-09-01
RasenBallsport Leipzig,5.58,2011-09-01
Bayer 04 Leverkusen,140.30,2011-09-01
Eintracht Frankfurt,41.25,2011-09-01
VfL Wolfsburg,97.53,2011-09-01
Borussia Mönchengladbach,61.85,2011-09-01
TSG 1899 Hoffenheim,84.95,2011-09-01
VfB Stuttgart,92.90,2011-09-01
SC Freiburg,54.23,2011-09-01
1.FSV Mainz 05,51.75,2011-09-01
1.FC Köln,66.58,2011-09-01
FC Augsburg,29.05,2011-09-01
Hertha BSC,45.78,2011-09-01
1.FC Union Berlin,10.65,2011-09-01
Arminia Bielefeld,5.38,2011-09-01
VfL Bochum,21.28,2011-09-01
SpVgg Greuther Fürth,18.90,2011-09-01
FC Bayern München,332.85,2011-08-15
Borussia Dortmund,158.70,2011-08-15
RasenBallsport Leipzig,5.28,2011-08-15
Bayer 04 Leverkusen,138.05,2011-08-15
Eintracht Frankfurt,42.00,2011-08-15
VfL Wolfsburg,106.28,2011-08-15
Borussia Mönchengladbach,65.55,2011-08-15
TSG 1899 Hoffenheim,86.58,2011-08-15
VfB Stuttgart,93.45,2011-08-15
SC Freiburg,54.73,2011-08-15
1.FSV Mainz 05,49.85,2011-08-15
1.FC Köln,68.68,2011-08-15
FC Augsburg,29.20,2011-08-15
Hertha BSC,45.78,2011-08-15
1.FC Union Berlin,10.65,2011-08-15
Arminia Bielefeld,5.43,2011-08-15
VfL Bochum,22.15,2011-08-15
SpVgg Greuther Fürth,18.55,2011-08-15
FC Bayern München,333.00,2011-08-01
Borussia Dortmund,158.40,2011-08-01
RasenBallsport Leipzig,6.50,2011-08-01
Bayer 04 Leverkusen,137.85,2011-08-01
Eintracht Frankfurt,42.00,2011-08-01
VfL Wolfsburg,110.03,2011-08-01
Borussia Mönchengladbach,66.80,2011-08-01
TSG 1899 Hoffenheim,89.85,2011-08-01
VfB Stuttgart,94.35,2011-08-01
SC Freiburg,55.43,2011-08-01
1.FSV Mainz 05,49.85,2011-08-01
1.FC Köln,68.98,2011-08-01
FC Augsburg,29.20,2011-08-01
Hertha BSC,45.78,2011-08-01
1.FC Union Berlin,10.50,2011-08-01
Arminia Bielefeld,4.83,2011-08-01
VfL Bochum,20.65,2011-08-01
SpVgg Greuther Fürth,18.55,2011-08-01
FC Bayern München,334.40,2011-07-15
Borussia Dortmund,158.40,2011-07-15
RasenBallsport Leipzig,6.50,2011-07-15
Bayer 04 Leverkusen,157.70,2011-07-15
Eintracht Frankfurt,45.00,2011-07-15
VfL Wolfsburg,93.48,2011-07-15
Borussia Mönchengladbach,67.20,2011-07-15
TSG 1899 Hoffenheim,89.00,2011-07-15
VfB Stuttgart,107.30,2011-07-15
SC Freiburg,54.88,2011-07-15
1.FSV Mainz 05,49.90,2011-07-15
1.FC Köln,69.48,2011-07-15
FC Augsburg,29.20,2011-07-15
Hertha BSC,45.68,2011-07-15
1.FC Union Berlin,10.50,2011-07-15
Arminia Bielefeld,4.68,2011-07-15
VfL Bochum,22.90,2011-07-15
SpVgg Greuther Fürth,18.40,2011-07-15
FC Bayern München,294.75,2011-06-15
Borussia Dortmund,147.40,2011-06-15
RasenBallsport Leipzig,4.88,2011-06-15
Bayer 04 Leverkusen,140.60,2011-06-15
Eintracht Frankfurt,54.28,2011-06-15
VfL Wolfsburg,120.45,2011-06-15
Borussia Mönchengladbach,52.20,2011-06-15
TSG 1899 Hoffenheim,83.35,2011-06-15
VfB Stuttgart,95.80,2011-06-15
SC Freiburg,53.40,2011-06-15
1.FSV Mainz 05,52.05,2011-06-15
1.FC Köln,62.63,2011-06-15
FC Augsburg,25.70,2011-06-15
Hertha BSC,31.10,2011-06-15
1.FC Union Berlin,11.63,2011-06-15
Arminia Bielefeld,12.85,2011-06-15
VfL Bochum,23.85,2011-06-15
SpVgg Greuther Fürth,22.10,2011-06-15
FC Bayern München,294.75,2011-06-01
Borussia Dortmund,147.40,2011-06-01
RasenBallsport Leipzig,4.88,2011-06-01
Bayer 04 Leverkusen,140.60,2011-06-01
Eintracht Frankfurt,54.53,2011-06-01
VfL Wolfsburg,120.45,2011-06-01
Borussia Mönchengladbach,52.20,2011-06-01
TSG 1899 Hoffenheim,83.35,2011-06-01
VfB Stuttgart,95.80,2011-06-01
SC Freiburg,53.40,2011-06-01
1.FSV Mainz 05,52.05,2011-06-01
1.FC Köln,62.63,2011-06-01
FC Augsburg,25.70,2011-06-01
Hertha BSC,30.30,2011-06-01
1.FC Union Berlin,12.13,2011-06-01
Arminia Bielefeld,16.25,2011-06-01
VfL Bochum,22.80,2011-06-01
SpVgg Greuther Fürth,20.78,2011-06-01
FC Bayern München,295.00,2011-05-15
Borussia Dortmund,147.40,2011-05-15
RasenBallsport Leipzig,4.88,2011-05-15
Bayer 04 Leverkusen,140.60,2011-05-15
Eintracht Frankfurt,54.28,2011-05-15
VfL Wolfsburg,120.45,2011-05-15
Borussia Mönchengladbach,52.20,2011-05-15
TSG 1899 Hoffenheim,83.35,2011-05-15
VfB Stuttgart,96.10,2011-05-15
SC Freiburg,53.40,2011-05-15
1.FSV Mainz 05,51.90,2011-05-15
1.FC Köln,62.63,2011-05-15
FC Augsburg,25.70,2011-05-15
Hertha BSC,30.30,2011-05-15
1.FC Union Berlin,12.13,2011-05-15
Arminia Bielefeld,16.25,2011-05-15
VfL Bochum,22.80,2011-05-15
SpVgg Greuther Fürth,20.70,2011-05-15
FC Bayern München,295.00,2011-05-01
Borussia Dortmund,147.40,2011-05-01
RasenBallsport Leipzig,4.88,2011-05-01
Bayer 04 Leverkusen,140.60,2011-05-01
Eintracht Frankfurt,54.28,2011-05-01
VfL Wolfsburg,120.45,2011-05-01
Borussia Mönchengladbach,52.20,2011-05-01
TSG 1899 Hoffenheim,83.30,2011-05-01
VfB Stuttgart,96.10,2011-05-01
SC Freiburg,53.40,2011-05-01
1.FSV Mainz 05,51.90,2011-05-01
1.FC Köln,62.63,2011-05-01
FC Augsburg,25.70,2011-05-01
Hertha BSC,30.30,2011-05-01
1.FC Union Berlin,12.13,2011-05-01
Arminia Bielefeld,16.25,2011-05-01
VfL Bochum,22.80,2011-05-01
SpVgg Greuther Fürth,20.70,2011-05-01
FC Bayern München,295.00,2011-04-15
Borussia Dortmund,147.40,2011-04-15
RasenBallsport Leipzig,4.88,2011-04-15
Bayer 04 Leverkusen,140.60,2011-04-15
Eintracht Frankfurt,54.28,2011-04-15
VfL Wolfsburg,120.45,2011-04-15
Borussia Mönchengladbach,52.20,2011-04-15
TSG 1899 Hoffenheim,83.25,2011-04-15
VfB Stuttgart,96.10,2011-04-15
SC Freiburg,53.40,2011-04-15
1.FSV Mainz 05,51.90,2011-04-15
1.FC Köln,62.63,2011-04-15
FC Augsburg,25.70,2011-04-15
Hertha BSC,30.30,2011-04-15
1.FC Union Berlin,12.13,2011-04-15
Arminia Bielefeld,16.25,2011-04-15
VfL Bochum,22.80,2011-04-15
SpVgg Greuther Fürth,20.70,2011-04-15
FC Bayern München,295.00,2011-04-01
Borussia Dortmund,147.40,2011-04-01
RasenBallsport Leipzig,4.88,2011-04-01
Bayer 04 Leverkusen,140.60,2011-04-01
Eintracht Frankfurt,54.28,2011-04-01
VfL Wolfsburg,120.45,2011-04-01
Borussia Mönchengladbach,52.20,2011-04-01
TSG 1899 Hoffenheim,83.25,2011-04-01
VfB Stuttgart,96.10,2011-04-01
SC Freiburg,53.40,2011-04-01
1.FSV Mainz 05,51.90,2011-04-01
1.FC Köln,62.55,2011-04-01
FC Augsburg,25.70,2011-04-01
Hertha BSC,30.30,2011-04-01
1.FC Union Berlin,12.13,2011-04-01
Arminia Bielefeld,16.25,2011-04-01
VfL Bochum,22.73,2011-04-01
SpVgg Greuther Fürth,20.70,2011-04-01
FC Bayern München,295.00,2011-03-15
Borussia Dortmund,146.40,2011-03-15
RasenBallsport Leipzig,4.88,2011-03-15
Bayer 04 Leverkusen,142.60,2011-03-15
Eintracht Frankfurt,54.28,2011-03-15
VfL Wolfsburg,121.88,2011-03-15
Borussia Mönchengladbach,52.20,2011-03-15
TSG 1899 Hoffenheim,83.25,2011-03-15
VfB Stuttgart,96.90,2011-03-15
SC Freiburg,52.65,2011-03-15
1.FSV Mainz 05,50.50,2011-03-15
1.FC Köln,63.05,2011-03-15
FC Augsburg,25.70,2011-03-15
Hertha BSC,30.05,2011-03-15
1.FC Union Berlin,12.13,2011-03-15
Arminia Bielefeld,16.25,2011-03-15
VfL Bochum,22.65,2011-03-15
SpVgg Greuther Fürth,20.45,2011-03-15
FC Bayern München,294.00,2011-03-01
Borussia Dortmund,144.40,2011-03-01
RasenBallsport Leipzig,4.88,2011-03-01
Bayer 04 Leverkusen,142.50,2011-03-01
Eintracht Frankfurt,56.28,2011-03-01
VfL Wolfsburg,121.88,2011-03-01
Borussia Mönchengladbach,51.95,2011-03-01
TSG 1899 Hoffenheim,82.25,2011-03-01
VfB Stuttgart,97.65,2011-03-01
SC Freiburg,52.85,2011-03-01
1.FSV Mainz 05,50.50,2011-03-01
1.FC Köln,58.40,2011-03-01
FC Augsburg,25.70,2011-03-01
Hertha BSC,29.70,2011-03-01
1.FC Union Berlin,12.08,2011-03-01
Arminia Bielefeld,16.25,2011-03-01
VfL Bochum,21.90,2011-03-01
SpVgg Greuther Fürth,20.53,2011-03-01
FC Bayern München,294.00,2011-02-15
Borussia Dortmund,144.40,2011-02-15
RasenBallsport Leipzig,4.88,2011-02-15
Bayer 04 Leverkusen,142.50,2011-02-15
Eintracht Frankfurt,56.28,2011-02-15
VfL Wolfsburg,121.70,2011-02-15
Borussia Mönchengladbach,51.95,2011-02-15
TSG 1899 Hoffenheim,82.25,2011-02-15
VfB Stuttgart,97.65,2011-02-15
SC Freiburg,52.85,2011-02-15
1.FSV Mainz 05,50.50,2011-02-15
1.FC Köln,58.40,2011-02-15
FC Augsburg,25.70,2011-02-15
Hertha BSC,29.55,2011-02-15
1.FC Union Berlin,12.08,2011-02-15
Arminia Bielefeld,16.25,2011-02-15
VfL Bochum,21.80,2011-02-15
SpVgg Greuther Fürth,20.03,2011-02-15
FC Bayern München,295.25,2011-02-01
Borussia Dortmund,137.40,2011-02-01
RasenBallsport Leipzig,5.75,2011-02-01
Bayer 04 Leverkusen,142.50,2011-02-01
Eintracht Frankfurt,57.48,2011-02-01
VfL Wolfsburg,120.95,2011-02-01
Borussia Mönchengladbach,52.20,2011-02-01
TSG 1899 Hoffenheim,81.25,2011-02-01
VfB Stuttgart,97.35,2011-02-01
SC Freiburg,49.60,2011-02-01
1.FSV Mainz 05,51.90,2011-02-01
1.FC Köln,57.65,2011-02-01
FC Augsburg,25.70,2011-02-01
Hertha BSC,29.55,2011-02-01
1.FC Union Berlin,12.08,2011-02-01
Arminia Bielefeld,16.03,2011-02-01
VfL Bochum,21.00,2011-02-01
SpVgg Greuther Fürth,19.85,2011-02-01
FC Bayern München,303.10,2011-01-15
Borussia Dortmund,139.15,2011-01-15
RasenBallsport Leipzig,5.98,2011-01-15
Bayer 04 Leverkusen,151.50,2011-01-15
Eintracht Frankfurt,60.43,2011-01-15
VfL Wolfsburg,102.75,2011-01-15
Borussia Mönchengladbach,58.60,2011-01-15
TSG 1899 Hoffenheim,82.75,2011-01-15
VfB Stuttgart,95.40,2011-01-15
SC Freiburg,47.45,2011-01-15
1.FSV Mainz 05,52.20,2011-01-15
1.FC Köln,58.30,2011-01-15
FC Augsburg,25.70,2011-01-15
Hertha BSC,31.15,2011-01-15
1.FC Union Berlin,12.08,2011-01-15
Arminia Bielefeld,16.03,2011-01-15
VfL Bochum,20.90,2011-01-15
SpVgg Greuther Fürth,16.65,2011-01-15
FC Bayern München,283.35,2011-01-01
Borussia Dortmund,131.05,2011-01-01
RasenBallsport Leipzig,6.18,2011-01-01
Bayer 04 Leverkusen,146.95,2011-01-01
Eintracht Frankfurt,59.43,2011-01-01
VfL Wolfsburg,152.55,2011-01-01
Borussia Mönchengladbach,64.05,2011-01-01
TSG 1899 Hoffenheim,78.30,2011-01-01
VfB Stuttgart,100.85,2011-01-01
SC Freiburg,41.35,2011-01-01
1.FSV Mainz 05,53.00,2011-01-01
1.FC Köln,61.00,2011-01-01
FC Augsburg,24.65,2011-01-01
Hertha BSC,33.30,2011-01-01
1.FC Union Berlin,11.88,2011-01-01
Arminia Bielefeld,17.05,2011-01-01
VfL Bochum,23.48,2011-01-01
SpVgg Greuther Fürth,15.45,2011-01-01
FC Bayern München,291.35,2010-12-15
Borussia Dortmund,131.05,2010-12-15
RasenBallsport Leipzig,5.48,2010-12-15
Bayer 04 Leverkusen,146.85,2010-12-15
Eintracht Frankfurt,59.43,2010-12-15
VfL Wolfsburg,152.55,2010-12-15
Borussia Mönchengladbach,60.40,2010-12-15
TSG 1899 Hoffenheim,80.30,2010-12-15
VfB Stuttgart,100.55,2010-12-15
SC Freiburg,42.35,2010-12-15
1.FSV Mainz 05,54.50,2010-12-15
1.FC Köln,55.85,2010-12-15
FC Augsburg,21.80,2010-12-15
Hertha BSC,34.30,2010-12-15
1.FC Union Berlin,11.88,2010-12-15
Arminia Bielefeld,14.75,2010-12-15
VfL Bochum,24.98,2010-12-15
SpVgg Greuther Fürth,16.35,2010-12-15
FC Bayern München,291.35,2010-12-01
Borussia Dortmund,131.05,2010-12-01
RasenBallsport Leipzig,5.48,2010-12-01
Bayer 04 Leverkusen,146.85,2010-12-01
Eintracht Frankfurt,59.18,2010-12-01
VfL Wolfsburg,152.55,2010-12-01
Borussia Mönchengladbach,60.40,2010-12-01
TSG 1899 Hoffenheim,80.30,2010-12-01
VfB Stuttgart,100.55,2010-12-01
SC Freiburg,42.35,2010-12-01
1.FSV Mainz 05,54.60,2010-12-01
1.FC Köln,55.85,2010-12-01
FC Augsburg,21.80,2010-12-01
Hertha BSC,33.65,2010-12-01
1.FC Union Berlin,11.88,2010-12-01
Arminia Bielefeld,15.05,2010-12-01
VfL Bochum,24.88,2010-12-01
SpVgg Greuther Fürth,16.35,2010-12-01
FC Bayern München,292.35,2010-11-15
Borussia Dortmund,125.25,2010-11-15
RasenBallsport Leipzig,5.80,2010-11-15
Bayer 04 Leverkusen,141.85,2010-11-15
Eintracht Frankfurt,58.43,2010-11-15
VfL Wolfsburg,154.40,2010-11-15
Borussia Mönchengladbach,59.40,2010-11-15
TSG 1899 Hoffenheim,81.80,2010-11-15
VfB Stuttgart,99.95,2010-11-15
SC Freiburg,40.60,2010-11-15
1.FSV Mainz 05,53.60,2010-11-15
1.FC Köln,56.30,2010-11-15
FC Augsburg,21.80,2010-11-15
Hertha BSC,32.90,2010-11-15
1.FC Union Berlin,11.88,2010-11-15
Arminia Bielefeld,16.40,2010-11-15
VfL Bochum,26.68,2010-11-15
SpVgg Greuther Fürth,16.28,2010-11-15
FC Bayern München,295.85,2010-11-01
Borussia Dortmund,125.25,2010-11-01
RasenBallsport Leipzig,5.80,2010-11-01
Bayer 04 Leverkusen,141.35,2010-11-01
Eintracht Frankfurt,58.40,2010-11-01
VfL Wolfsburg,156.40,2010-11-01
Borussia Mönchengladbach,60.90,2010-11-01
TSG 1899 Hoffenheim,82.15,2010-11-01
VfB Stuttgart,100.10,2010-11-01
SC Freiburg,40.60,2010-11-01
1.FSV Mainz 05,53.60,2010-11-01
1.FC Köln,55.70,2010-11-01
FC Augsburg,21.80,2010-11-01
Hertha BSC,32.65,2010-11-01
1.FC Union Berlin,11.88,2010-11-01
Arminia Bielefeld,16.20,2010-11-01
VfL Bochum,26.68,2010-11-01
SpVgg Greuther Fürth,16.28,2010-11-01
